SetID,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,Duration,FPD,FPDEF
1006,TX,"$2,500.00 ","$2,500.00 ",R,12,6,Monthly,$642.87 ,3/9/2018,3/30/2018,21,TRUE,1
1987,TX,"$2,000.00 ","$2,000.00 ",R,24,24,Monthly,$515.28 ,1/31/2018,3/2/2018,30,FALSE,0
1981,CA,"$7,242.00 ","$3,621.00 ",O,19,15,BiWeekly,$300.00 ,1/31/2018,2/16/2018,16,FALSE,0
1429,TX,"$2,000.00 ","$2,000.00 ",R,60,60,Monthly,$644.24 ,2/22/2018,3/25/2018,31,FALSE,0
1334,TX,"$4,500.00 ","$4,500.00 ",O,108,6,Monthly,$642.32 ,2/26/2018,3/15/2018,17,FALSE,0
1359,CA,$530.00 ,$530.00 ,R,67,6,Monthly,$176.47 ,2/25/2018,3/16/2018,19,FALSE,0
1681,TX,"$8,000.00 ","$4,000.00 ",R,60,60,BiWeekly,$513.09 ,2/13/2018,2/23/2018,10,TRUE,1
663,TX,"$1,500.00 ",$750.00 ,R,12,6,BiWeekly,$641.09 ,3/22/2018,3/30/2018,8,TRUE,1
232,TX,"$3,500.00 ","$3,500.00 ",R,12,6,Monthly,$641.23 ,4/4/2018,4/13/2018,9,TRUE,1
1682,TX,"$3,500.00 ","$3,500.00 ",R,38,26,Monthly,$642.05 ,2/14/2018,2/28/2018,14,FALSE,0
206,CA,"$3,000.00 ","$3,000.00 ",R,48,12,Monthly,$235.30 ,4/4/2018,4/30/2018,26,TRUE,1
788,CA,"$9,600.00 ","$4,800.00 ",R,212,206,BiWeekly,$235.30 ,3/18/2018,4/6/2018,19,FALSE,0
1220,CA,"$1,350.00 ","$1,350.00 ",R,54,9,Monthly,$235.30 ,3/1/2018,3/20/2018,19,FALSE,0
1805,CA,"$11,608.00 ","$5,804.00 ",R,12,36,BiMonthly,$300.00 ,2/8/2018,2/16/2018,8,FALSE,0
1741,TX,"$6,000.00 ","$3,000.00 ",R,120,30,BiWeekly,$513.20 ,2/12/2018,2/23/2018,11,FALSE,0
1450,CA,"$9,000.00 ","$4,500.00 ",R,24,6,BiWeekly,$117.65 ,2/21/2018,3/9/2018,16,TRUE,1
1526,CA,"$1,828.00 ",$914.00 ,R,13,36,BiWeekly,$300.00 ,2/18/2018,2/26/2018,8,FALSE,0
1206,TX,"$6,000.00 ","$6,000.00 ",O,186,36,Monthly,$643.83 ,3/1/2018,3/29/2018,28,TRUE,1
839,TX,"$7,000.00 ","$3,500.00 ",R,48,48,BiWeekly,$642.05 ,3/15/2018,3/30/2018,15,TRUE,1
689,TX,"$2,500.00 ","$2,500.00 ",R,37,31,Monthly,$641.78 ,3/21/2018,4/3/2018,13,FALSE,0
732,CA,"$3,500.00 ","$3,500.00 ",R,12,6,Monthly,$117.65 ,3/20/2018,4/10/2018,21,FALSE,0
502,CA,"$1,500.00 ","$1,500.00 ",O,60,6,Monthly,$117.65 ,3/27/2018,4/27/2018,31,FALSE,0
1928,CA,"$7,404.00 ","$3,702.00 ",R,51,36,BiWeekly,$300.00 ,2/2/2018,2/23/2018,21,TRUE,1
1817,CA,"$6,500.00 ","$6,500.00 ",R,12,9,Monthly,$235.30 ,2/8/2018,2/16/2018,8,FALSE,0
292,CA,"$1,556.00 ","$1,556.00 ",R,32,30,Monthly,$300.00 ,4/2/2018,4/20/2018,18,TRUE,1
1707,CA,"$10,000.00 ","$5,000.00 ",R,36,6,BiWeekly,$117.65 ,2/12/2018,2/23/2018,11,TRUE,1
1735,TX,"$2,600.00 ","$1,300.00 ",R,60,36,BiWeekly,$449.05 ,2/12/2018,2/23/2018,11,FALSE,0
1968,CA,"$7,000.00 ","$3,500.00 ",R,28,30,BiWeekly,$300.00 ,2/1/2018,2/9/2018,8,FALSE,0
449,TX,"$3,500.00 ","$1,750.00 ",R,24,30,BiWeekly,$642.73 ,4/3/2018,4/17/2018,14,FALSE,0
309,CA,"$3,000.00 ","$1,500.00 ",R,60,36,BiWeekly,$117.65 ,4/3/2018,4/17/2018,14,FALSE,0
60,TX,"$2,500.00 ","$1,250.00 ",R,24,12,BiWeekly,$256.60 ,4/12/2018,4/20/2018,8,TRUE,1
15,CA,"$3,000.00 ","$1,500.00 ",R,24,60,BiWeekly,$117.65 ,4/9/2018,4/20/2018,11,FALSE,0
917,CA,$766.00 ,$383.00 ,R,24,15,BiWeekly,$235.30 ,3/13/2018,3/23/2018,10,TRUE,1
1590,CA,"$1,945.00 ","$1,945.00 ",R,63,36,Monthly,$117.65 ,2/15/2018,3/2/2018,15,FALSE,0
1229,CA,"$4,800.00 ","$2,400.00 ",R,99,152,BiWeekly,$117.65 ,3/1/2018,3/9/2018,8,FALSE,0
1806,CA,"$1,136.00 ",$568.00 ,R,24,36,BiMonthly,$300.00 ,2/8/2018,2/23/2018,15,FALSE,0
21,CA,"$4,500.00 ","$2,250.00 ",O,72,6,BiWeekly,$117.65 ,4/9/2018,4/20/2018,11,TRUE,1
1278,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiWeekly,$641.36 ,2/27/2018,3/9/2018,10,TRUE,1
74,CA,"$5,000.00 ","$5,000.00 ",R,12,12,Monthly,$235.30 ,4/8/2018,4/30/2018,22,FALSE,0
398,TX,"$1,000.00 ",$500.00 ,O,108,6,BiWeekly,$642.46 ,3/29/2018,4/16/2018,18,TRUE,1
202,CA,"$1,000.00 ","$1,000.00 ",R,12,6,Monthly,$117.65 ,4/4/2018,4/25/2018,21,FALSE,0
1289,CA,"$12,000.00 ","$3,000.00 ",R,0,6,Weekly,$117.65 ,2/27/2018,3/9/2018,10,FALSE,0
484,CA,"$1,766.00 ",$883.00 ,R,52,9,BiWeekly,$300.00 ,3/28/2018,4/5/2018,8,TRUE,1
1706,TX,"$3,000.00 ","$3,000.00 ",R,120,30,Monthly,$385.39 ,2/12/2018,3/1/2018,17,FALSE,0
1854,CA,"$1,500.00 ",$750.00 ,R,30,12,BiWeekly,$205.89 ,2/6/2018,2/23/2018,17,FALSE,0
1496,CA,"$1,586.00 ",$793.00 ,R,60,36,BiWeekly,$300.00 ,2/20/2018,3/2/2018,10,FALSE,0
754,TX,"$13,000.00 ","$6,500.00 ",R,60,30,BiWeekly,$642.05 ,3/19/2018,4/3/2018,15,FALSE,0
944,CA,"$3,738.00 ","$1,869.00 ",R,92,12,BiWeekly,$300.00 ,3/12/2018,3/30/2018,18,FALSE,0
1770,CA,"$5,280.00 ","$5,280.00 ",O,113,36,Monthly,$300.00 ,2/11/2018,2/23/2018,12,FALSE,0
149,CA,"$5,000.00 ","$5,000.00 ",R,108,12,Monthly,$235.30 ,4/5/2018,5/4/2018,29,FALSE,0
1930,CA,"$1,600.00 ",$800.00 ,R,72,36,BiWeekly,$300.00 ,2/2/2018,2/23/2018,21,TRUE,1
964,CA,"$1,928.00 ",$964.00 ,R,178,30,BiWeekly,$300.00 ,3/12/2018,3/30/2018,18,TRUE,1
1712,CA,"$9,000.00 ","$4,500.00 ",R,12,6,BiWeekly,$117.65 ,2/12/2018,3/2/2018,18,FALSE,0
1124,CA,"$7,000.00 ","$3,500.00 ",R,12,12,BiMonthly,$117.65 ,3/5/2018,3/21/2018,16,FALSE,0
1444,CA,"$2,500.00 ","$2,500.00 ",R,108,6,Monthly,$117.65 ,2/21/2018,3/2/2018,9,FALSE,0
1703,CA,"$3,060.00 ","$1,530.00 ",R,35,30,BiWeekly,$300.00 ,2/12/2018,2/22/2018,10,FALSE,0
1487,CA,"$9,000.00 ","$4,500.00 ",R,24,6,BiWeekly,$117.65 ,2/20/2018,3/2/2018,10,TRUE,1
1230,TX,"$1,500.00 ","$1,500.00 ",O,12,6,Monthly,$643.97 ,3/1/2018,3/30/2018,29,FALSE,0
61,TX,"$6,500.00 ","$3,250.00 ",R,12,6,BiWeekly,$642.46 ,4/9/2018,4/27/2018,18,FALSE,0
685,CA,"$2,864.00 ","$1,432.00 ",R,30,36,BiWeekly,$300.00 ,3/21/2018,3/30/2018,9,FALSE,0
1458,TX,"$10,800.00 ","$5,400.00 ",R,60,36,BiWeekly,$642.19 ,2/21/2018,3/9/2018,16,TRUE,1
1048,TX,"$5,000.00 ","$5,000.00 ",R,120,30,Monthly,$643.42 ,3/8/2018,4/2/2018,25,TRUE,1
1052,CA,"$11,000.00 ","$5,500.00 ",R,48,30,BiWeekly,$235.30 ,3/7/2018,3/16/2018,9,FALSE,0
320,CA,"$3,000.00 ","$1,500.00 ",R,24,24,BiWeekly,$235.30 ,4/2/2018,4/20/2018,18,FALSE,0
1210,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiWeekly,$641.09 ,3/1/2018,3/9/2018,8,TRUE,1
113,CA,"$1,000.00 ",$500.00 ,R,16,15,BiWeekly,$300.00 ,4/7/2018,4/24/2018,17,FALSE,0
1920,CA,"$1,800.00 ",$900.00 ,R,179,36,Weekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
35,CA,"$5,000.00 ","$2,500.00 ",R,12,24,BiMonthly,$235.30 ,4/9/2018,4/20/2018,11,FALSE,0
836,CA,"$6,000.00 ","$3,000.00 ",R,72,30,BiMonthly,$235.30 ,3/16/2018,3/30/2018,14,FALSE,0
242,CA,"$2,600.00 ","$1,300.00 ",R,26,6,BiWeekly,$300.00 ,4/3/2018,4/13/2018,10,TRUE,1
1307,CA,"$1,934.00 ",$967.00 ,R,20,15,BiMonthly,$300.00 ,2/27/2018,3/9/2018,10,FALSE,0
226,CA,"$5,000.00 ","$2,500.00 ",R,63,36,BiMonthly,$300.00 ,4/4/2018,4/16/2018,12,TRUE,1
1511,CA,"$1,014.00 ","$1,014.00 ",O,30,36,Monthly,$300.00 ,2/19/2018,3/1/2018,10,FALSE,0
53,TX,"$5,000.00 ","$2,500.00 ",R,24,30,BiWeekly,$641.50 ,4/11/2018,4/20/2018,9,FALSE,0
3,CA,"$5,000.00 ","$2,500.00 ",R,12,6,BiWeekly,$117.65 ,4/10/2018,4/20/2018,10,FALSE,0
1047,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiMonthly,$641.09 ,3/8/2018,3/16/2018,8,TRUE,1
504,CA,"$3,000.00 ","$1,500.00 ",R,120,30,BiWeekly,$235.30 ,3/27/2018,4/13/2018,17,FALSE,0
1431,TX,"$6,000.00 ","$6,000.00 ",R,36,24,Monthly,$644.24 ,2/27/2018,3/25/2018,26,FALSE,0
1884,CA,"$5,000.00 ","$2,500.00 ",R,6,6,BiWeekly,$235.30 ,2/5/2018,2/23/2018,18,FALSE,0
236,CA,"$4,500.00 ","$4,500.00 ",R,12,6,Monthly,$300.00 ,4/4/2018,5/4/2018,30,FALSE,0
702,CA,"$2,000.00 ","$1,000.00 ",R,12,6,BiWeekly,$117.65 ,3/20/2018,4/6/2018,17,FALSE,0
1611,CA,"$30,000.00 ","$15,000.00 ",R,88,50,BiWeekly,$235.30 ,2/14/2018,2/23/2018,9,FALSE,0
493,CA,"$3,500.00 ","$1,750.00 ",O,12,6,BiWeekly,$117.65 ,3/27/2018,4/5/2018,9,FALSE,0
159,CA,"$4,500.00 ","$2,250.00 ",R,60,12,BiWeekly,$235.30 ,4/5/2018,4/13/2018,8,FALSE,0
900,TX,"$4,000.00 ","$2,000.00 ",R,24,24,BiWeekly,$641.23 ,3/14/2018,3/23/2018,9,FALSE,0
1757,TX,"$5,000.00 ","$2,500.00 ",R,60,12,BiWeekly,$321.23 ,2/12/2018,3/2/2018,18,FALSE,0
533,TX,"$4,100.00 ","$4,100.00 ",R,12,6,Monthly,$386.54 ,3/26/2018,4/26/2018,31,TRUE,1
1814,CA,"$2,300.00 ","$1,150.00 ",R,151,36,BiWeekly,$300.00 ,2/8/2018,2/23/2018,15,FALSE,0
286,CA,"$1,600.00 ",$400.00 ,R,13,36,Weekly,$294.12 ,4/2/2018,4/13/2018,11,FALSE,0
1719,CA,"$4,700.00 ","$2,350.00 ",O,31,36,BiWeekly,$147.06 ,2/12/2018,3/1/2018,17,FALSE,0
733,CA,"$3,500.00 ","$3,500.00 ",O,60,6,Monthly,$117.65 ,3/20/2018,4/5/2018,16,FALSE,0
562,CA,"$3,400.00 ","$1,700.00 ",O,26,36,BiWeekly,$300.00 ,3/25/2018,4/6/2018,12,TRUE,1
693,TX,"$1,000.00 ","$1,000.00 ",O,12,6,Monthly,$641.23 ,3/21/2018,3/30/2018,9,FALSE,0
1566,CA,"$4,502.00 ","$2,251.00 ",R,12,12,BiMonthly,$117.65 ,2/15/2018,2/23/2018,8,TRUE,1
718,CA,"$3,000.00 ","$3,000.00 ",R,24,5,Monthly,$235.30 ,3/20/2018,4/9/2018,20,FALSE,0
768,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiWeekly,$641.50 ,3/19/2018,3/30/2018,11,TRUE,1
1792,CA,"$2,356.00 ","$2,356.00 ",R,36,30,Monthly,$300.00 ,2/9/2018,3/6/2018,25,TRUE,1
957,CA,"$1,994.00 ",$997.00 ,R,48,36,BiWeekly,$300.00 ,3/12/2018,3/23/2018,11,FALSE,0
192,TX,"$6,500.00 ","$3,250.00 ",R,60,30,BiMonthly,$641.50 ,4/5/2018,4/16/2018,11,FALSE,0
429,CA,"$1,080.00 ",$540.00 ,R,131,36,BiWeekly,$294.13 ,3/29/2018,4/13/2018,15,TRUE,1
65,CA,"$3,250.00 ","$1,625.00 ",R,24,6,BiWeekly,$235.30 ,4/8/2018,4/23/2018,15,TRUE,1
1042,CA,"$2,650.00 ","$1,325.00 ",R,120,36,BiWeekly,$300.00 ,3/8/2018,3/28/2018,20,FALSE,0
1994,TX,"$4,500.00 ","$4,500.00 ",R,24,60,Monthly,$643.01 ,1/31/2018,2/22/2018,22,TRUE,1
1034,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiMonthly,$641.09 ,3/8/2018,3/16/2018,8,FALSE,0
98,CA,"$2,500.00 ","$1,250.00 ",R,12,12,BiWeekly,$235.30 ,4/11/2018,4/20/2018,9,FALSE,0
94,CA,"$2,000.00 ","$2,000.00 ",R,48,12,Monthly,$235.30 ,4/8/2018,4/30/2018,22,FALSE,0
1723,CA,$660.00 ,$660.00 ,R,50,30,Monthly,$205.88 ,2/12/2018,3/1/2018,17,FALSE,0
993,CA,"$1,500.00 ","$1,500.00 ",O,108,6,Monthly,$117.65 ,3/9/2018,4/3/2018,25,FALSE,0
399,CA,"$1,204.00 ",$602.00 ,R,144,36,BiMonthly,$300.00 ,3/29/2018,4/16/2018,18,TRUE,1
371,CA,$600.00 ,$300.00 ,R,13,36,BiWeekly,$205.88 ,3/30/2018,4/18/2018,19,TRUE,1
1417,TX,"$13,000.00 ","$6,500.00 ",R,12,6,BiMonthly,$640.95 ,2/22/2018,3/1/2018,7,FALSE,0
1178,TX,"$6,000.00 ","$3,000.00 ",R,31,50,BiMonthly,$513.97 ,3/6/2018,3/20/2018,14,FALSE,0
431,CA,"$4,400.00 ","$2,200.00 ",R,24,12,BiMonthly,$300.00 ,3/29/2018,4/13/2018,15,FALSE,0
815,CA,"$1,500.00 ","$1,500.00 ",R,60,6,Monthly,$117.65 ,3/16/2018,4/3/2018,18,TRUE,1
433,TX,"$1,760.00 ",$880.00 ,R,15,30,BiWeekly,$417.33 ,3/29/2018,4/13/2018,15,FALSE,0
71,CA,"$4,304.00 ","$2,152.00 ",R,2,6,BiMonthly,$300.00 ,4/8/2018,4/20/2018,12,FALSE,0
452,TX,"$2,400.00 ","$1,200.00 ",R,15,15,BiMonthly,$256.71 ,3/28/2018,4/10/2018,13,FALSE,0
855,TX,"$4,500.00 ","$4,500.00 ",R,12,31,Monthly,$643.97 ,3/15/2018,4/13/2018,29,FALSE,0
574,CA,"$6,038.00 ","$6,038.00 ",R,60,60,Monthly,$117.65 ,3/25/2018,4/25/2018,31,FALSE,0
703,CA,"$3,000.00 ","$3,000.00 ",R,12,12,Monthly,$235.30 ,3/20/2018,4/9/2018,20,TRUE,1
695,CA,"$2,500.00 ","$1,250.00 ",R,12,6,BiWeekly,$117.65 ,3/21/2018,4/10/2018,20,FALSE,0
165,CA,"$6,500.00 ","$3,250.00 ",R,60,18,BiWeekly,$235.30 ,4/5/2018,4/20/2018,15,FALSE,0
1245,TX,"$1,548.00 ",$774.00 ,O,365,36,BiMonthly,$512.97 ,2/28/2018,3/9/2018,9,FALSE,0
1676,CA,"$5,200.00 ","$2,600.00 ",R,54,62,BiWeekly,$235.30 ,2/13/2018,3/2/2018,17,FALSE,0
1274,CA,"$4,000.00 ","$1,000.00 ",R,0,6,Weekly,$117.65 ,2/27/2018,3/9/2018,10,TRUE,1
1778,CA,"$1,778.00 ",$889.00 ,R,108,36,BiMonthly,$176.47 ,2/10/2018,2/23/2018,13,FALSE,0
1538,CA,"$3,404.00 ",$851.00 ,R,106,36,Weekly,$300.00 ,2/16/2018,3/2/2018,14,FALSE,0
213,TX,"$3,500.00 ","$1,750.00 ",O,108,6,BiWeekly,$641.09 ,4/4/2018,4/12/2018,8,FALSE,0
1073,CA,"$3,000.00 ","$1,500.00 ",O,12,6,BiWeekly,$117.65 ,3/6/2018,3/20/2018,14,FALSE,0
405,CA,"$6,000.00 ","$3,000.00 ",R,60,60,BiWeekly,$117.65 ,3/29/2018,4/13/2018,15,TRUE,1
215,TX,"$3,500.00 ","$3,500.00 ",R,12,6,Monthly,$386.21 ,4/4/2018,5/1/2018,27,FALSE,0
858,CA,"$3,500.00 ","$3,500.00 ",R,120,9,Monthly,$294.12 ,3/15/2018,4/2/2018,18,TRUE,1
777,CA,"$1,556.00 ",$778.00 ,R,23,6,BiWeekly,$300.00 ,3/19/2018,3/30/2018,11,TRUE,1
1032,CA,"$3,600.00 ","$1,800.00 ",R,24,30,BiWeekly,$300.00 ,3/8/2018,3/29/2018,21,FALSE,0
104,CA,"$2,000.00 ","$2,000.00 ",R,60,60,Monthly,$117.65 ,4/9/2018,5/3/2018,24,FALSE,0
1015,CA,"$5,800.00 ","$1,450.00 ",O,113,36,Weekly,$300.00 ,3/9/2018,3/21/2018,12,TRUE,1
1554,CA,"$14,150.00 ","$7,075.00 ",R,270,14,BiWeekly,$235.30 ,2/15/2018,2/23/2018,8,TRUE,1
1252,TX,"$1,000.00 ","$1,000.00 ",O,108,6,Monthly,$644.24 ,2/28/2018,3/31/2018,31,TRUE,1
1822,CA,"$1,998.00 ",$999.00 ,R,25,30,BiWeekly,$300.00 ,2/8/2018,2/16/2018,8,FALSE,0
1644,CA,"$2,012.00 ","$1,006.00 ",R,17,30,BiWeekly,$300.00 ,2/13/2018,3/2/2018,17,FALSE,0
1464,CA,"$10,000.00 ","$10,000.00 ",O,222,36,Monthly,$300.00 ,2/21/2018,3/1/2018,8,FALSE,0
1479,TX,"$10,600.00 ","$5,300.00 ",R,60,60,BiWeekly,$642.32 ,2/20/2018,3/9/2018,17,TRUE,1
1654,CA,"$10,000.00 ","$5,000.00 ",O,108,6,BiWeekly,$117.65 ,2/13/2018,2/23/2018,10,TRUE,1
1553,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiMonthly,$641.09 ,2/15/2018,2/23/2018,8,TRUE,1
583,CA,"$2,400.00 ","$1,200.00 ",O,35,6,BiMonthly,$300.00 ,3/26/2018,4/6/2018,11,FALSE,0
1137,CA,"$4,500.00 ","$4,500.00 ",O,12,6,Monthly,$117.65 ,3/5/2018,3/15/2018,10,FALSE,0
1112,TX,"$13,000.00 ","$6,500.00 ",R,60,18,BiWeekly,$641.50 ,3/5/2018,3/16/2018,11,FALSE,0
152,CA,"$2,650.00 ","$1,325.00 ",R,12,36,BiMonthly,$300.00 ,4/5/2018,4/13/2018,8,FALSE,0
1939,TX,"$2,544.00 ","$1,272.00 ",R,70,6,BiWeekly,$642.05 ,2/2/2018,2/16/2018,14,FALSE,0
1018,CA,"$10,000.00 ","$2,500.00 ",O,12,6,Weekly,$117.65 ,3/8/2018,3/21/2018,13,FALSE,0
382,CA,"$5,000.00 ","$2,500.00 ",R,24,24,BiMonthly,$235.30 ,3/30/2018,4/10/2018,11,FALSE,0
1934,CA,"$1,686.00 ",$843.00 ,R,53,30,BiWeekly,$300.00 ,2/2/2018,2/23/2018,21,FALSE,0
290,CA,"$2,400.00 ","$1,200.00 ",R,48,30,BiWeekly,$300.00 ,4/2/2018,4/13/2018,11,TRUE,1
1457,CA,"$2,000.00 ","$1,000.00 ",R,98,15,BiWeekly,$300.00 ,2/21/2018,3/2/2018,9,FALSE,0
598,TX,"$1,206.00 ",$603.00 ,R,127,6,BiWeekly,$417.51 ,3/27/2018,4/13/2018,17,TRUE,1
1714,CA,"$6,000.00 ","$1,500.00 ",R,12,6,Weekly,$117.65 ,2/12/2018,2/26/2018,14,FALSE,0
549,TX,"$3,000.00 ","$3,000.00 ",R,120,30,Monthly,$386.05 ,3/26/2018,4/20/2018,25,FALSE,0
1292,CA,"$4,500.00 ","$4,500.00 ",R,24,24,Monthly,$235.30 ,2/27/2018,3/30/2018,31,TRUE,1
1271,CA,"$3,000.00 ","$3,000.00 ",R,0,6,Monthly,$117.65 ,2/27/2018,3/30/2018,31,FALSE,0
743,CA,"$1,800.00 ",$900.00 ,R,35,15,BiWeekly,$205.88 ,3/19/2018,3/30/2018,11,FALSE,0
427,TX,"$5,000.00 ","$2,500.00 ",R,36,6,BiMonthly,$642.73 ,3/29/2018,4/18/2018,20,TRUE,1
145,CA,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$117.65 ,4/6/2018,4/20/2018,14,TRUE,1
469,CA,"$5,000.00 ","$5,000.00 ",O,108,6,Monthly,$117.65 ,3/28/2018,4/27/2018,30,FALSE,0
492,CA,"$3,000.00 ","$1,500.00 ",R,36,36,BiWeekly,$117.65 ,3/27/2018,4/4/2018,8,FALSE,0
1698,CA,$950.00 ,$950.00 ,R,26,30,Monthly,$147.06 ,2/12/2018,3/2/2018,18,FALSE,0
1441,CA,$960.00 ,$480.00 ,O,180,30,BiWeekly,$294.12 ,2/21/2018,3/2/2018,9,FALSE,0
1159,CA,"$8,000.00 ","$4,000.00 ",R,12,12,BiMonthly,$235.30 ,3/3/2018,3/20/2018,17,TRUE,1
1972,CA,"$1,888.00 ",$944.00 ,R,6,36,BiWeekly,$300.00 ,2/1/2018,2/14/2018,13,FALSE,0
1063,CA,"$4,000.00 ","$2,000.00 ",R,12,6,BiWeekly,$117.65 ,3/8/2018,3/19/2018,11,TRUE,1
1285,CA,"$10,000.00 ","$2,500.00 ",R,24,6,Weekly,$117.65 ,2/27/2018,3/12/2018,13,TRUE,1
1585,TX,"$4,000.00 ","$2,000.00 ",R,60,12,BiMonthly,$641.09 ,2/15/2018,2/23/2018,8,FALSE,0
1050,CA,"$4,500.00 ","$4,500.00 ",R,12,6,BiMonthly,$300.00 ,3/8/2018,3/30/2018,22,TRUE,1
1196,CA,"$2,924.00 ",$731.00 ,R,15,36,Weekly,$235.30 ,3/1/2018,3/13/2018,12,FALSE,0
1150,CA,"$2,932.00 ","$1,466.00 ",R,36,30,BiWeekly,$147.06 ,3/5/2018,3/16/2018,11,FALSE,0
1530,CA,"$1,500.00 ",$750.00 ,R,222,30,BiMonthly,$235.30 ,2/17/2018,2/28/2018,11,FALSE,0
1426,CA,"$1,000.00 ","$1,000.00 ",O,48,36,Monthly,$300.00 ,2/22/2018,3/5/2018,11,FALSE,0
1568,CA,"$1,057.00 ","$1,057.00 ",R,219,36,Monthly,$300.00 ,2/15/2018,3/1/2018,14,FALSE,0
708,CA,"$3,513.00 ","$3,513.00 ",R,473,36,Monthly,$300.00 ,3/20/2018,3/30/2018,10,FALSE,0
1323,CA,"$3,625.00 ","$3,625.00 ",R,60,60,Monthly,$235.30 ,2/27/2018,3/29/2018,30,FALSE,0
1391,TX,"$10,000.00 ","$5,000.00 ",R,24,9,BiWeekly,$641.78 ,2/23/2018,3/8/2018,13,FALSE,0
467,CA,"$2,500.00 ","$2,500.00 ",R,12,6,Monthly,$117.65 ,3/28/2018,4/27/2018,30,FALSE,0
998,TX,"$1,500.00 ","$1,500.00 ",R,72,6,Monthly,$643.42 ,3/9/2018,4/3/2018,25,FALSE,0
1384,CA,"$6,000.00 ","$3,000.00 ",R,36,36,BiWeekly,$117.65 ,2/23/2018,3/15/2018,20,TRUE,1
211,CA,$352.00 ,$352.00 ,R,348,36,Monthly,$117.65 ,4/4/2018,5/1/2018,27,FALSE,0
326,TX,"$5,000.00 ","$2,500.00 ",O,36,6,BiWeekly,$384.90 ,4/2/2018,4/13/2018,11,FALSE,0
521,CA,"$5,000.00 ","$5,000.00 ",R,60,6,Monthly,$117.65 ,3/27/2018,4/26/2018,30,FALSE,0
1301,CA,"$1,452.00 ",$726.00 ,R,62,36,BiWeekly,$300.00 ,2/27/2018,3/16/2018,17,FALSE,0
1437,CA,"$2,016.00 ","$2,016.00 ",O,192,36,Monthly,$300.00 ,2/21/2018,3/1/2018,8,FALSE,0
775,TX,"$3,000.00 ","$3,000.00 ",R,60,60,Monthly,$513.53 ,3/19/2018,4/2/2018,14,FALSE,0
291,TX,"$3,500.00 ","$1,750.00 ",R,72,6,BiWeekly,$384.82 ,4/2/2018,4/12/2018,10,FALSE,0
167,CA,"$4,500.00 ","$4,500.00 ",R,12,12,Monthly,$235.30 ,4/5/2018,5/2/2018,27,FALSE,0
1420,CA,"$6,500.00 ","$6,500.00 ",R,96,30,Monthly,$235.30 ,2/22/2018,3/25/2018,31,FALSE,0
952,CA,"$1,988.00 ",$994.00 ,R,39,3,BiWeekly,$300.00 ,3/12/2018,3/23/2018,11,FALSE,0
1534,CA,"$3,600.00 ","$1,800.00 ",R,144,9,BiWeekly,$235.30 ,2/17/2018,3/2/2018,13,FALSE,0
263,TX,$675.00 ,$675.00 ,O,71,15,Monthly,$225.34 ,4/3/2018,5/1/2018,28,FALSE,0
252,TX,"$3,500.00 ","$3,500.00 ",O,12,6,Monthly,$642.19 ,4/3/2018,4/19/2018,16,TRUE,1
687,TX,"$3,806.00 ","$1,903.00 ",R,54,42,BiWeekly,$256.49 ,3/21/2018,3/30/2018,9,FALSE,0
56,CA,"$1,800.00 ",$900.00 ,R,12,15,BiWeekly,$300.00 ,4/9/2018,4/20/2018,11,FALSE,0
534,CA,"$5,000.00 ","$2,500.00 ",R,24,60,BiWeekly,$235.30 ,3/26/2018,4/10/2018,15,FALSE,0
42,CA,"$2,500.00 ","$1,250.00 ",R,12,6,BiWeekly,$117.65 ,4/9/2018,4/20/2018,11,FALSE,0
1912,CA,"$1,892.00 ",$946.00 ,R,77,30,BiWeekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
976,CA,"$6,000.00 ","$3,000.00 ",R,12,6,BiWeekly,$117.65 ,3/10/2018,3/23/2018,13,FALSE,0
485,CA,"$1,700.00 ",$850.00 ,R,54,36,BiWeekly,$300.00 ,3/27/2018,4/6/2018,10,FALSE,0
1049,TX,"$13,000.00 ","$6,500.00 ",R,120,9,BiWeekly,$641.09 ,3/8/2018,3/16/2018,8,FALSE,0
1000,CA,"$2,000.00 ",$500.00 ,O,207,36,Weekly,$147.06 ,3/9/2018,3/23/2018,14,FALSE,0
853,CA,"$7,250.00 ","$3,625.00 ",R,60,60,BiWeekly,$235.30 ,3/15/2018,3/30/2018,15,FALSE,0
1610,CA,"$10,000.00 ","$5,000.00 ",R,24,6,BiWeekly,$117.65 ,2/14/2018,2/23/2018,9,FALSE,0
1532,CA,"$1,868.00 ",$934.00 ,R,65,12,BiWeekly,$235.30 ,2/17/2018,3/9/2018,20,TRUE,1
631,CA,"$4,660.00 ","$2,330.00 ",R,45,9,BiWeekly,$300.00 ,3/23/2018,4/6/2018,14,FALSE,0
